,metadata,sent,mvi,inf,xobj
1921,Xenophon (0032) - Memorabilia (002),"οὐκοῦν , ἔφη , τόν γε βουλευσόμενον , πρὸς οὕστινας δεῖ πολεμεῖν , τήν τε τῆς πόλεως δύναμιν καὶ τὴν τῶν ἐναντίων εἰδέναι δεῖ , ἵνα , ἐὰν μὲν ἡ τῆς πόλεως κρείττων ᾖ , συμβουλεύῃ ἐπιχειρεῖν τῷ πολέμῳ , ἐὰν δὲ ἥττων τῶν ἐναντίων , εὐλαβεῖσθαι πείθῃ . ὀρθῶς λέγεις , ἔφη . πρῶτον μὲν τοίνυν , ἔφη , λέξον ἡμῖν τῆς πόλεως τήν τε πεζικὴν καὶ τὴν ναυτικὴν δύναμιν , εἶτα τὴν τῶν ἐναντίων . ἀλλὰ μὰ τὸν Δίʼ , ἔφη , οὐκ ἂν ἔχοιμί σοι οὕτω γε ἀπὸ στόματος εἰπεῖν .",συμβουλεύῃ,ἐπιχειρεῖν,πολέμῳ
1922,Aeschines (0026) - The Speech on the Embassy (002),"ἤδη δὲ ἡμῶν κεχειροτονημένων ἐπὶ τοὺς ὅρκους , οὔπω δὲ ἀπηρκότων ἐπὶ τὴν ὑστέραν πρεσβείαν , ἐκκλησία γίγνεται , ἐν ᾗ Δημοσθένης ὁ νυνὶ κατηγορῶν ἐμοῦ λαγχάνει προεδρεύειν . ἐν δὲ ταύτῃ τῇ ἐκκλησίᾳ Κριτόβουλος ὁ Λαυμψακηνὸς εἶπε παρελθών , ὅτι πέμψειε μὲν αὑτὸν Κερσοβλέπτης , ἀξιοίη δὲ ἀποδοῦναι τοὺς ὅρκους τοῖς Φιλίππου πρέσβεσι , καὶ συναναγραφῆναι Κερσοβλέπτην ἐν τοῖς ὑμετέροις συμμάχοις . ῥηθέντων δὲ τῶν λόγων τούτων , *̓αλεξίμαχος ὁ Πήληξ δίδωσιν ἀναγνῶναι ψήφισμα τοῖς προέδροις , ἐν ᾧ ἐγέγραπτο ἀποδοῦναι τοὺς ὅρκους Φιλίππῳ μετὰ τῶν ἄλλων συμμάχων τὸν ἥκοντα παρὰ Κερσοβλέπτου .",δίδωσιν,ἀναγνῶναι,προέδροις
1923,Demosthenes (0014) - Against Boeotus 2 (040),"οὐκοῦν δεινόν , εἰ οὗτος αὐτὸς κατὰ γνῶσιν διαιτητοῦ ὑμέτερος πολίτης γεγενημένος καὶ πρὸς ἐμὲ τὴν οὐσίαν νειμάμενος καὶ τυχὼν τῶν μετρίων ἁπάντων , ἃς ἐγὼ δίκας τοῦτον ἀπέφυγον παρόντα καὶ ἀντιδικοῦντα καὶ τοῖς γνωσθεῖσιν ἐμμένοντα , ταύτας ἀναδίκους ἀξιῶν γίγνεσθαι δίκαιόν τι δοκοίη λέγειν ὑμῖν , ὥσπερ , ὅταν μὲν τούτῳ συμφέρῃ , δέον εἶναι κυρίας τὰς διαίτας , ὅταν δὲ μὴ συμφέρῃ , προσῆκον τὴν τούτου γνώμην κυριωτέραν γενέσθαι τῶν κατὰ τοὺς ὑμετέρους νόμους γνωσθέντων . ὃς οὕτως ἐπίβουλός ἐστιν , ὥστε καὶ τὴν δίαιταν ταύτην ἐπιτρέπειν με προὐκαλεῖτο , οὐχ ὅπως ἀπαλλαγῇ πρός με , ἀλλʼ ἵνα , ὥσπερ καὶ πρότερον ἕνδεκα ἔτη διήγαγε κακουργῶν , οὕτως καὶ νῦν τὰ ἀποδιαιτηθέντα μου λύσας ἐξ ἀρχῆς με συκοφαντῇ καὶ τὴν δίκην ταύτην ἐκκρούῃ .",δοκοίη;συμφέρῃ;συμφέρῃ,λέγειν,ὑμῖν
1924,Andocides (0027) - Against Alcibiades (004),"τῶν μὲν γὰρ ἰδίων ἀδικημάτων μεγάλην τιμωρίαν ταύτην νομίζω , τῶν δὲ δημοσίων μικρὰν καὶ οὐδενὸς ἀξίαν ἡγοῦμαι ζημίαν , ἐξὸν κολάζειν χρήμασι καὶ δεσμῷ καὶ θανάτῳ .",ἐξὸν,κολάζειν,χρήμασι
1925,Lysias (0540) - Against Alcibiades 1 (014),"καὶ τοιαῦθʼ ἡμαρτηκότι καὶ οὕτω δεινὰ καὶ πολλὰ καὶ μεγάλα πεποιηκότι οὔτε τῶν γεγενημένων αὐτῷ μέλει οὔτε τῶν μελλόντων ἔσεσθαι , ἀλλʼ ὃν ἔδει κοσμιώτατον εἶναι τῶν πολιτῶν , ἀπολογίαν ποιούμενον τὸν ἑαυτοῦ βίον τῶν τοῦ πατρὸς ἁμαρτημάτων , οὗτος ἑτέρους ὑβρίζειν πειρᾶται , ὥσπερ δυνάμενος ἂν πολλοστὸν μέρος τῶν ὀνειδῶν τῶν ἑαυτῷ προσηκόντων τοῖς ἄλλοις μεταδοῦναι , καὶ ταῦθʼ ὑὸς ὢν *̓αλκιβιάδου , ὃς ἔπεισε μὲν Δεκέλειαν Λακεδαιμονίους ἐπιτειχίσαι , ἐπὶ δὲ τὰς νήσους ἀποστήσων ἔπλευσε , διδάσκαλος δὲ τῶν τῆς πόλεως κακῶν ἐγένετο , πλεονάκις δὲ μετὰ τῶν ἐχθρῶν ἐπὶ τὴν πατρίδα ἐστρατεύσατο ἢ μετὰ τῶν πολιτῶν ἐπʼ ἐκείνους . ἀνθʼ ὧν καὶ ὑμῖν καὶ τοῖς μέλλουσιν ἔσεσθαι τιμωρεῖσθαι προσήκει ὅντινα λαμβάνετε τούτων . καίτοι σφόδρα εἴθισται λέγειν ὡς οὐκ εἰκός ἐστι τὸν μὲν πατέρα αὐτοῦ κατελθόντα δωρεὰς παρὰ τοῦ δήμου λαβεῖν , τοῦτον δʼ ἀδίκως διὰ τὴν φυγὴν τὴν ἐκείνου διαβεβλῆσθαι . ἐμοὶ δὲ δοκεῖ δεινὸν εἶναι , εἰ τὰς μὲν δωρεὰς αὐτοῦ ἀφείλεσθε ὡς οὐ δικαίως δεδωκότες , τούτου δὲ ἀδικοῦντος ἀποψηφιεῖσθε ὡς τοῦ πατρὸς χρηστοῦ περὶ τὴν πόλιν γεγενημένου .",προσηκόντων;προσήκει;εἰκός;δοκεῖ;δεδωκότες,τιμωρεῖσθαι;λαβεῖν,ὑμῖν
1926,Plato (0059) - Gorgias (023),"μηδὲν ἐμὲ αἰσχυνθῇς . δοκεῖ τοίνυν μοι , ὦ Γοργία , εἶναί τι ἐπιτήδευμα τεχνικὸν μὲν οὔ , ψυχῆς δὲ στοχαστικῆς καὶ ἀνδρείας καὶ φύσει δεινῆς προσομιλεῖν τοῖς ἀνθρώποις ·",δοκεῖ,προσομιλεῖν,ἀνθρώποις
1927,Lysias (0540) - On The Refusal Of A Pension (024),"ἀλλὰ μετὰ τοῦ ὑμετέρου πλήθους ἔφυγον εἰς Χαλκίδα καὶ ἐξόν μοι μετʼ ἐκείνων ἀδεῶς πολιτεύεσθαι , μεθʼ ὑμῶν εἱλόμην κινδυνεύειν ἀπελθών .",ἐξόν,πολιτεύεσθαι,μοι
1928,Xenophon (0032) - Anabasis (006),"καί τινες ἐτόλμων λέγειν ὡς ὁ Ξενοφῶν βουλόμενος τὸ χωρίον οἰκίσαι πέπεικε τὸν μάντιν λέγειν ὡς τὰ ἱερὰ οὐ γίγνεται ἐπὶ ἀφόδῳ . ἐντεῦθεν κηρύξας τῇ αὔριον παρεῖναι ἐπὶ τὴν θυσίαν τὸν βουλόμενον , καὶ μάντις εἴ τις εἴη , παραγγείλας παρεῖναι ὡς συνθεασόμενον τὰ ἱερά , ἔθυε ·",κηρύξας;παραγγείλας,παρεῖναι;παρεῖναι,τῇ
1929,Demosthenes (Apollodorus) (0014) - Against Stephanus 1 (045),"βάρβαρος γὰρ ἐωνήθης . εἶθʼ ᾧ δημοσίᾳ προσῆκεν ἐπὶ τοῖς εἰργασμένοις τεθνάναι , σύ , τὸ σῶμα σεσῳκὼς καὶ πόλιν ἐκ τῶν ἡμετέρων σαυτῷ κτησάμενος καὶ παῖδας ἀδελφοὺς τοῖς σεαυτοῦ δεσπόταις ἀξιωθεὶς ποιήσασθαι , παρεγράψω μὴ εἰσαγώγιμον εἶναι τὴν δίκην τῶν ἐγκαλουμένων χρημάτων ὑφʼ ἡμῶν ; εἶτα κακῶς ἡμᾶς ἔλεγες καὶ τὸν ἡμέτερον πατέρʼ ἐξήταζες ὅστις ἦν ; ἐφʼ οἷς τίς οὐκ ἄν , ὦ ἄνδρες *̓αθηναῖοι , χαλεπῶς ἤνεγκεν ;",προσῆκεν,τεθνάναι,εἰργασμένοις
1930,Aristophanes (0019) - Peace (005),"ἀλλʼ οὐ θέμις . τιὴ τί δή ; οὐχ ἥδεται δήπουθεν Εἰρήνη σφαγαῖς , οὐδʼ αἱματοῦται βωμός . ἀλλʼ εἴσω φέρων θύσας τὰ μηρἴ ἐξελὼν δεῦρʼ ἔκφερε , χοὔτω τὸ πρόβατον τῷ χορηγῷ σῴζεται . σέ τοι θύρασι χρὴ μένοντα τοίνυν σχίζας δευρὶ τιθέναι ταχέως τά τε πρόσφορα πάντʼ ἐπὶ τούτοις . οὔκουν δοκῶ σοι μαντικῶς τὸ φρύγανον τίθεσθαι ;",δοκῶ,τίθεσθαι,σοι
1931,Thucydides (0003) - History (001),"καὶ αὐτός τε ἀνὴρ ἀγαθὸς γίγνου , ὥσπερ σε εἰκὸς ὄντα Σπαρτιάτην , καὶ ὑμεῖς , ὦ ἄνδρες ξύμμαχοι , ἀκολουθήσατε ἀνδρείως , καὶ νομίσατε τρία εἶναι τοῦ καλῶς πολεμεῖν τὸ ἐθέλειν καὶ τὸ αἰσχύνεσθαι καὶ τὸ τοῖς ἄρχουσι πείθεσθαι , καὶ τῇδε ὑμῖν τῇ ἡμέρᾳ ἢ ἀγαθοῖς γενομένοις ἐλευθερίαν τε ὑπάρχειν καὶ Λακεδαιμονίων ξυμμάχοις κεκλῆσθαι , ἢ *̓αθηναίων τε δούλοις , ἢν τὰ ἄριστα ἄνευ ἀνδραποδισμοῦ ἢ θανατώσεως πράξητε , καὶ δουλείαν χαλεπωτέραν ἢ πρὶν εἴχετε , τοῖς δὲ λοιποῖς *̔́ελλησι κωλυταῖς γενέσθαι ἐλευθερώσεως . ἀλλὰ μήτε ὑμεῖς μαλακισθῆτε , ὁρῶντες περὶ ὅσων ὁ ἀγών ἐστιν , ἐγώ τε δείξω οὐ παραινέσαι οἷός τε ὢν μᾶλλον τοῖς πέλας ἢ καὶ αὐτὸς ἔργῳ ἐπεξελθεῖν ̓ .",εἰκὸς;ὑπάρχειν,κεκλῆσθαι,ξυμμάχοις;δούλοις
1932,Plato (0059) - Protagoras (022),"ἀλλʼ ἐξαρνοῦνται καὶ σχηματίζονται ἀμαθεῖς εἶναι , ἵνα μὴ κατάδηλοι ὦσιν ὅτι σοφίᾳ τῶν *̔ελλήνων περίεισιν , ὥσπερ οὓς Πρωταγόρας ἔλεγε τοὺς σοφιστάς , ἀλλὰ δοκῶσιν τῷ μάχεσθαι καὶ ἀνδρείᾳ περιεῖναι , ἡγούμενοι , εἰ γνωσθεῖεν ᾧ περίεισιν , πάντας τοῦτο ἀσκήσειν , τὴν σοφίαν . νῦν δὲ ἀποκρυψάμενοι ἐκεῖνο ἐξηπατήκασιν τοὺς ἐν ταῖς πόλεσι λακωνίζοντας , καὶ οἱ μὲν ὦτά τε κατάγνυνται μιμούμενοι αὐτούς , καὶ ἱμάντας περιειλίττονται καὶ φιλογυμναστοῦσιν καὶ βραχείας ἀναβολὰς φοροῦσιν , ὡς δὴ τούτοις κρατοῦντας τῶν *̔ελλήνων τοὺς Λακεδαιμονίους ·",δοκῶσιν,μάχεσθαι,τῷ
1933,Isocrates (0010) - Panegyricus (011),"τῶν μὲν γὰρ ἀθλητῶν δὶς τοσαύτην ῥώμην λαβόντων οὐδὲν ἂν πλέον γένοιτο τοῖς ἄλλοις , ἑνὸς δὲ ἀνδρὸς εὖ φρονήσαντος ἅπαντες ἂν ἀπολαύσειαν οἱ βουλόμενοι κοινωνεῖν τῆς ἐκείνου διανοίας . οὐ μὴν ἐπὶ τούτοις ἀθυμήσας εἱλόμην ῥᾳθυμεῖν , ἀλλʼ ἱκανὸν νομίσας ἆθλον ἔσεσθαί μοι τὴν δόξαν τὴν ἀπʼ αὐτοῦ λόγου γενησομένην ἥκω συμβουλεύσων περί τε τοῦ πολέμου τοῦ πρὸς τοὺς βαρβάρους καὶ τῆς ὁμονοίας τῆς πρὸς ἡμᾶς αὐτούς , οὐκ ἀγνοῶν ὅτι πολλοὶ τῶν προσποιησαμένων εἶναι σοφιστῶν ἐπὶ τοῦτον τὸν λόγον ὥρμησαν , ἀλλʼ ἅμα μὲν ἐλπίζων τοσοῦτον διοίσειν ὥστε τοῖς ἄλλοις μηδὲν πώποτε δοκεῖν εἰρῆσθαι περὶ αὐτῶν , ἅμα δὲ προκρίνας τούτους καλλίστους εἶναι τῶν λόγων , οἵτινες περὶ μεγίστων τυγχάνουσιν ὄντες καὶ τούς τε λέγοντας μάλιστʼ ἐπιδεικνύουσι καὶ τοὺς ἀκούοντας πλεῖστʼ ὠφελοῦσιν , ὧν εἷς οὗτός ἐστιν . ἔπειτʼ οὐδʼ οἱ καιροί πω παρεληλύθασιν , ὥστʼ ἤδη μάτην εἶναι τὸ μεμνῆσθαι περὶ τούτων .",συμβουλεύσων;δοκεῖν,εἰρῆσθαι,ἄλλοις
1934,Plato (0059) - Timaeus (031),καὶ δὴ καὶ τὰ νῦν ἡμῖν ἐξ ἀρχῆς παραγγελθέντα διεξελθεῖν περὶ τοῦ παντὸς μέχρι γενέσεως ἀνθρωπίνης σχεδὸν ἔοικε τέλος ἔχειν .,παραγγελθέντα;ἔοικε,διεξελθεῖν;ἔχειν,ἡμῖν
1935,Xenophon (0032) - Cyropaedia (007),"εἰσὶ δὲ καὶ τῶν γεραιτέρων προστάται ᾑρημένοι , οἳ προστατεύουσιν ὅπως καὶ οὗτοι τὰ καθήκοντα ἀποτελῶσιν . ἃ δὲ ἑκάστῃ ἡλικίᾳ προστέτακται ποιεῖν διηγησόμεθα , ὡς μᾶλλον δῆλον γένηται ᾗ ἐπιμέλονται ὡς ἂν βέλτιστοι εἶεν οἱ πολῖται .",προστέτακται,ποιεῖν,ἡλικίᾳ
1936,Thucydides (0003) - History (001),"ὑμεῖς δὲ μεταβάλλετε , ἐπειδὴ ξυνέβη ὑμῖν πεισθῆναι μὲν ἀκεραίοις , μεταμέλειν δὲ κακουμένοις , καὶ τὸν ἐμὸν λόγον ἐν τῷ ὑμετέρῳ ἀσθενεῖ τῆς γνώμης μὴ ὀρθὸν φαίνεσθαι , διότι τὸ μὲν λυποῦν ἔχει ἤδη τὴν αἴσθησιν ἑκάστῳ , τῆς δὲ ὠφελίας ἄπεστιν ἔτι ἡ δήλωσις ἅπασι , καὶ μεταβολῆς μεγάλης , καὶ ταύτης ἐξ ὀλίγου , ἐμπεσούσης ταπεινὴ ὑμῶν ἡ διάνοια ἐγκαρτερεῖν ἃ ἔγνωτε .",ξυνέβη,πεισθῆναι,ὑμῖν
1937,Plato (0059) - Republic (030),"ὁ τἀναντία τούτων ἡγούμενός τέ τι αὐτὸ καλὸν καὶ δυνάμενος καθορᾶν καὶ αὐτὸ καὶ τὰ ἐκείνου μετέχοντα , καὶ οὔτε τὰ μετέχοντα αὐτὸ οὔτε αὐτὸ τὰ μετέχοντα ἡγούμενος , ὕπαρ ἢ ὄναρ αὖ καὶ οὗτος δοκεῖ σοι ζῆν ; καὶ μάλα , ἔφη , ὕπαρ . οὐκοῦν τούτου μὲν τὴν διάνοιαν ὡς γιγνώσκοντος γνώμην ἂν ὀρθῶς φαῖμεν εἶναι , τοῦ δὲ δόξαν ὡς δοξάζοντος ;",δοκεῖ,ζῆν,σοι
1938,Xenophon (0032) - Cyropaedia (007),"πάντες γὰρ ἐπιστάμεθα ὅτι ὁμοῦ μὲν ὄντες πλείω κακὰ τοὺς πολεμίους ποιοῦμεν ἢ πάσχομεν · ὅτε δὲ χωρὶς ἦμεν ἀλλήλων , ἐκεῖνοι ἡμῖν ἐχρῶντο ὡς ἐκείνοις ἦν ἥδιστον , ἡμῖν γε μὴν ὡς χαλεπώτατον . ἐπὶ τούτῳ ὁ Καδούσιος εἶπεν · ἡμεῖς δὲ τί ἂν λέγοιμεν , ἔφη , περὶ τοῦ οἴκαδε ἀπελθόντες ἕκαστοι χωρὶς εἶναι , ὁπότε γε οὐδὲ στρατευομένοις , ὡς ἔοικε , χωρίζεσθαι συμφέρει ;",ἔοικε;συμφέρει,χωρίζεσθαι,στρατευομένοις
1939,Herodotus (0016) - Histories (001),"εἰ δὲ Θεσσαλοὶ τὰ *̔ελλήνων ηὖξον , ὡς ἐμοὶ δοκέειν , ἐμήδιζον ἂν οἱ Φωκέες . ταῦτα ἐπαγγελλομένων Θεσσαλῶν , οὔτε δώσειν ἔφασαν χρήματα , παρέχειν τε σφίσι Θεσσαλοῖσι ὁμοίως μηδίζειν , εἰ ἄλλως βουλοίατο ·",δοκέειν;ἐπαγγελλομένων;δώσειν,παρέχειν,σφίσι
